,name,clouds,country,dt,humidity,lat,lon,temp_max,speed
506,Denizli Province,0,TR,1600738144,82,37.84,29.07,57.2,1.12
507,Blagoyevo,100,RU,1600738145,92,63.37,47.92,41.41,10.89
508,Lázaro Cárdenas,67,MX,1600738146,80,17.96,-102.2,80.89,3.89
509,Aykhal,0,RU,1600738147,61,66.0,111.5,46.4,4.47
510,Petropavlovka,25,RU,1600738150,67,50.61,105.32,49.8,1.83
511,Sarka Ghāt,0,IN,1600738151,57,31.7,76.73,68.0,4.09
512,Antofagasta,90,CL,1600738152,82,-23.65,-70.4,57.2,9.17
513,Hobyo,99,SO,1600738153,83,5.35,48.53,75.97,23.35
514,Dandong,0,CN,1600738154,67,40.13,124.39,64.54,1.12
515,Russell,1,US,1600738155,63,32.35,-85.2,66.2,3.36
516,Rafsanjān,0,IR,1600738157,32,30.41,55.99,57.27,2.57
517,Tautira,20,PF,1600738158,62,-17.73,-149.15,84.2,24.16
518,Namatanai,44,PG,1600738159,69,-3.67,152.43,84.38,7.47
519,Formosa,0,AR,1600738160,54,-26.18,-58.18,57.2,6.93
520,Goya,0,AR,1600738161,65,-29.14,-59.26,52.18,5.53
521,Piteå,0,SE,1600738162,61,65.32,21.48,46.4,13.87
522,Mago,0,RU,1600738164,58,53.25,140.18,56.19,4.68
523,Kiruna,0,SE,1600738165,60,67.86,20.23,41.0,25.28
524,Mumbwa,0,ZM,1600738166,29,-14.98,27.06,67.35,6.42
525,Storsteinnes,100,NO,1600738168,81,69.24,19.23,46.4,41.38
526,Atasū,0,KZ,1600738169,72,48.68,71.64,41.16,10.2
527,Conde,20,BR,1600737919,83,-7.26,-34.91,77.0,6.93
528,Gobabis,0,NA,1600738172,34,-22.45,18.97,55.13,9.08
529,Nokaneng,0,BW,1600738173,24,-19.67,22.27,71.31,5.46
530,Zhelyabovka,0,UA,1600738174,63,45.4,34.76,56.3,2.33
531,Sioux Lookout,90,CA,1600738175,63,50.1,-91.92,64.4,11.41
532,Tucuruí,97,BR,1600738176,86,-3.77,-49.67,76.14,4.18
533,Pedro II,0,BR,1600738178,84,-4.42,-41.46,70.3,0.65
534,Batemans Bay,0,AU,1600738179,43,-35.72,150.18,64.99,10.0
535,Xunchang,100,CN,1600738180,89,28.45,104.72,65.88,2.06
536,Ekhabi,0,RU,1600738181,56,53.51,142.97,53.71,8.37
537,Barcelos,20,PT,1600738183,100,41.54,-8.62,61.0,3.24
538,Culebra,1,PR,1600738185,70,18.3,-65.3,86.0,3.36
539,Rasht,75,IR,1600738186,100,37.28,49.58,69.8,0.45
540,Kuytun,0,RU,1600738161,84,54.34,101.5,43.72,6.02
541,Rosetta,0,EG,1600738188,74,31.4,30.42,78.8,5.82
542,Lubbock,20,US,1600737902,43,33.6,-101.83,73.4,11.41
543,Basco,97,PH,1600738190,81,20.45,121.97,83.77,19.82
544,Sukhobuzimskoye,0,RU,1600738191,100,56.5,93.27,41.0,8.1
545,Biak,93,ID,1600738193,63,-0.91,122.88,84.29,7.85
546,Ternate,100,ID,1600738194,70,0.8,127.4,84.02,1.25
547,Baikunthpur,100,IN,1600738195,94,23.25,82.55,74.12,6.26
548,San Rafael,100,AR,1600738196,28,-34.62,-68.33,64.69,10.67
549,Marawi,97,PH,1600738198,77,8.0,124.29,82.0,3.0
550,Husavik,40,IS,1600738200,69,66.04,-17.34,37.4,6.93
551,Manta,75,EC,1600738157,83,-0.95,-80.73,73.4,12.75
552,Kutum,73,SD,1600738203,43,14.2,24.67,78.93,4.14
553,Faya,6,SA,1600738204,20,18.39,42.45,66.2,4.7
554,Nenagh,75,IE,1600738206,87,52.86,-8.2,55.4,8.05
555,Simao,96,CN,1600738146,96,22.79,100.97,67.8,1.9
556,Plettenberg Bay,0,ZA,1600738209,70,-34.05,23.37,51.26,3.71
557,Panjakent,0,TJ,1600738210,50,39.5,67.61,57.2,13.87
558,Richards Bay,19,ZA,1600738212,74,-28.78,32.04,60.6,7.65
559,Griffith,1,US,1600738213,59,41.53,-87.42,60.8,6.6
560,Llanes,0,ES,1600738214,98,43.42,-4.75,62.01,1.66
561,Tigil',35,RU,1600738216,52,57.8,158.67,48.51,8.16
562,San Miguel,60,SV,1600738218,91,13.48,-88.18,75.61,2.28
563,Namie,100,JP,1600738219,58,37.48,141.0,75.99,3.0
564,Turan,20,VN,1600738098,74,16.07,108.22,86.0,3.36
565,Chiredzi,100,ZW,1600738221,72,-21.05,31.67,68.36,14.9
566,Kulhudhuffushi,100,MV,1600738223,76,6.62,73.07,81.97,18.43
567,Nauta,72,PE,1600738224,75,-4.51,-73.58,77.67,0.54
568,Inhambane,34,MZ,1600738225,71,-23.86,35.38,69.21,15.79
569,Nemuro,75,JP,1600738226,63,43.32,145.57,66.2,4.7
570,Bilibino,99,RU,1600738227,77,68.05,166.44,36.57,4.5
571,Vila,75,PT,1600738229,100,42.03,-8.16,61.0,2.24
572,Great Falls,1,US,1600738230,27,47.5,-111.3,72.0,11.41
573,Alyangula,40,AU,1600738232,46,-13.85,136.42,89.6,11.41
574,Hasaki,75,JP,1600738234,69,35.73,140.83,77.0,13.87
575,Panama City,100,PA,1600738014,100,8.99,-79.52,77.0,3.36
